Book0000022176;2023/05/02;2023/05/04;IsaMaia1799;52;448.800
Book0000022172;2023/05/02;2023/05/05;PiCarneiro245;52;673.200
Book0000022170;2023/05/02;2023/05/04;LouSousa1085;49;448.800
Book0000022164;2023/05/02;2023/05/05;YLoureiro936;51;673.200
Book0000005896;2023/04/11;2023/04/13;Alícia-ConstançAnjos1940;50;448.800
Book0000005895;2023/04/11;2023/04/12;GaMatos;52;224.400
Book0000005892;2023/04/11;2023/04/14;DanAzevedo-Abreu;51;673.200
Book0000005886;2023/04/11;2023/04/14;LAraújo372;50;673.200
Book0000005880;2023/04/11;2023/04/14;JoMendes;49;673.200
Book0000005877;2023/04/11;2023/04/13;GabrieRocha;50;448.800
Book0000005873;2023/04/11;2023/04/13;MicaePinho596;51;448.800
Book0000005872;2023/04/11;2023/04/15;MatSousa1549;52;897.600
Book0000005865;2023/04/11;2023/04/13;ErikCardoso1267;51;448.800
Book0000005864;2023/04/11;2023/04/14;MaFerreira1574;50;673.200
Book0000005851;2023/04/11;2023/04/15;HugCampos465;52;897.600
Book0000005850;2023/04/11;2023/04/15;HeMagalhães;49;897.600
Book0000027367;2023/03/12;2023/03/14;VioletSilva;51;448.800
Book0000027360;2023/03/12;2023/03/15;DiNascimento1726;50;673.200
Book0000027358;2023/03/12;2023/03/13;ToGaspar;52;224.400
Book0000027357;2023/03/12;2023/03/14;ConstanTeixeira1840;50;448.800
Book0000027337;2023/03/12;2023/03/16;FranciAnjos841;49;897.600
Book0000027336;2023/03/12;2023/03/14;POliveira1727;52;448.800
Book0000027335;2023/03/12;2023/03/13;PSá159;51;224.400
Book0000027326;2023/03/12;2023/03/13;AnMarques1904;52;224.400
Book0000027323;2023/03/12;2023/03/14;VitórRodrigues;49;448.800
Book0000024156;2023/02/15;2023/02/17;FrPacheco1426;51;448.800
Book0000024154;2023/02/15;2023/02/16;MaMota;51;224.400
Book0000024145;2023/02/15;2023/02/16;RVicente669;50;224.400
Book0000024133;2023/02/15;2023/02/17;AndreiMachado;49;448.800
Book0000024129;2023/02/15;2023/02/19;PSá159;51;897.600
Book0000024128;2023/02/15;2023/02/17;ArtuHenriques74;50;448.800
Book0000024126;2023/02/15;2023/02/18;BernaRibeiro633;50;673.200
Book0000024120;2023/02/15;2023/02/17;LetícCampos;50;448.800
Book0000024116;2023/02/15;2023/02/19;FSimões1682;51;897.600
Book0000024109;2023/02/15;2023/02/16;MauSá697;49;224.400
Book0000019036;2023/02/15;2023/02/19;LuGaspar576;50;897.600
Book0000019018;2023/02/15;2023/02/18;Luísa-ÉrNeves;51;673.200
Book0000019007;2023/02/15;2023/02/17;MatiPinheiro;49;448.800
Book0000019004;2023/02/15;2023/02/16;ÂngelCardoso-Vieira;50;224.400
Book0000019001;2023/02/15;2023/02/16;CatarFreitas;49;224.400
Book0000018998;2023/02/15;2023/02/17;IMota272;49;448.800
Book0000018993;2023/02/15;2023/02/18;LucaAbreu695;50;673.200
Book0000039719;2023/02/07;2023/02/08;LúNeves-Henriques413;49;224.400
Book0000039708;2023/02/07;2023/02/09;SanFonseca1411;52;448.800
Book0000039701;2023/02/07;2023/02/10;LisanAssunção;49;673.200
Book0000039691;2023/02/07;2023/02/09;LorenBaptista;52;448.800
Book0000039690;2023/02/07;2023/02/11;DioValente1185;49;897.600
Book0000039686;2023/02/07;2023/02/09;CPacheco;52;448.800
Book0000039682;2023/02/07;2023/02/11;KeBranco1270;52;897.600
Book0000039681;2023/02/07;2023/02/11;LuAzevedo1258;51;897.600
Book0000039677;2023/02/07;2023/02/09;EduardPinto-Moura;52;448.800
Book0000039671;2023/02/07;2023/02/10;MiBorges361;52;673.200
Book0000039669;2023/02/07;2023/02/11;RuRocha;51;897.600
Book0000018475;2022/12/15;2022/12/16;MadaleAmaral29;49;224.400
Book0000018466;2022/12/15;2022/12/16;TatiMachado;52;224.400
Book0000018454;2022/12/15;2022/12/17;ECoelho1314;51;448.800
Book0000018450;2022/12/15;2022/12/16;JCampos;49;224.400
Book0000018441;2022/12/15;2022/12/18;NLourenço44;49;673.200
Book0000018440;2022/12/15;2022/12/19;VictAnjos436;51;897.600
Book0000018437;2022/12/15;2022/12/17;BMatias;51;448.800
Book0000018431;2022/12/15;2022/12/17;SaLopes1394;49;448.800
Book0000018424;2022/12/15;2022/12/18;GAzevedo;49;673.200
Book0000021450;2022/11/16;2022/11/19;TiaBrito743;52;673.200
Book0000021444;2022/11/16;2022/11/18;LValente1087;51;448.800
Book0000021439;2022/11/16;2022/11/17;LiMagalhães1824;49;224.400
Book0000021438;2022/11/16;2022/11/17;PauAndrade1865;49;224.400
Book0000021437;2022/11/16;2022/11/18;LuíGomes;50;448.800
Book0000021436;2022/11/16;2022/11/17;MarNogueira;49;224.400
Book0000021435;2022/11/16;2022/11/17;Madalena-NaiarCampos;51;224.400
Book0000021431;2022/11/16;2022/11/19;AlícSá-Mendes;49;673.200
Book0000021425;2022/11/16;2022/11/19;LeReis;52;673.200
Book0000021416;2022/11/16;2022/11/19;SimãCampos1123;50;673.200
Book0000021413;2022/11/16;2022/11/20;PaCorreia;51;897.600
Book0000021411;2022/11/16;2022/11/20;ROliveira;50;897.600
Book0000021407;2022/11/16;2022/11/19;RValente562;51;673.200
Book0000021403;2022/11/16;2022/11/19;DanVieira;52;673.200
Book0000017824;2022/11/13;2022/11/14;SMoreira1387;52;224.400
Book0000017818;2022/11/13;2022/11/16;JMiranda933;50;673.200
Book0000017804;2022/11/13;2022/11/15;EReis1005;51;448.800
Book0000017803;2022/11/13;2022/11/14;ViLopes;50;224.400
Book0000017793;2022/11/13;2022/11/17;GuilhAlves1191;49;897.600
Book0000017792;2022/11/13;2022/11/17;AndCardoso554;50;897.600
Book0000017791;2022/11/13;2022/11/15;MMonteiro-Lopes127;52;448.800
Book0000017790;2022/11/13;2022/11/15;AdriAraújo-Almeida;51;448.800
Book0000017787;2022/11/13;2022/11/17;MAntunes;49;897.600
Book0000017783;2022/11/13;2022/11/16;EduarBarros66;49;673.200
Book0000023162;2022/10/07;2022/10/09;WilsAlves209;49;448.800
Book0000023161;2022/10/07;2022/10/09;LCruz-Brito;50;448.800
Book0000023152;2022/10/07;2022/10/11;NaAssunção30;52;897.600
Book0000023139;2022/10/07;2022/10/09;Flor-LoDomingues1191;49;448.800
Book0000023138;2022/10/07;2022/10/10;ÍDomingues;51;673.200
Book0000023137;2022/10/07;2022/10/11;ICastro;52;897.600
Book0000023134;2022/10/07;2022/10/08;MárLoureiro;52;224.400
Book0000023133;2022/10/07;2022/10/11;CLima;51;897.600
Book0000023127;2022/10/07;2022/10/10;MaurCosta;49;673.200
Book0000023125;2022/10/07;2022/10/10;SaloCastro;50;673.200
Book0000023122;2022/10/07;2022/10/09;MicaNunes;50;448.800
Book0000023116;2022/10/07;2022/10/08;IsaaTavares610;51;224.400
Book0000023109;2022/10/07;2022/10/10;ViMendes1499;49;673.200
Book0000023108;2022/10/07;2022/10/10;RaqueRocha786;51;673.200
Book0000039776;2022/09/18;2022/09/20;SéTeixeira;51;448.800
Book0000039775;2022/09/18;2022/09/21;FrederiCastro231;49;673.200
Book0000039774;2022/09/18;2022/09/21;HugGomes;49;673.200
Book0000039769;2022/09/18;2022/09/21;JPaiva;52;673.200
Book0000039768;2022/09/18;2022/09/19;HCruz159;49;224.400
Book0000039763;2022/09/18;2022/09/20;GasJesus210;49;448.800
Book0000039753;2022/09/18;2022/09/19;JoãFreitas-Pacheco1654;50;224.400
Book0000039747;2022/09/18;2022/09/22;InêNeves1205;51;897.600
Book0000039744;2022/09/18;2022/09/21;VítTeixeira;52;673.200
Book0000039743;2022/09/18;2022/09/21;MiriaPinto1478;49;673.200
Book0000039736;2022/09/18;2022/09/21;EmPires-Nogueira1685;51;673.200
Book0000039735;2022/09/18;2022/09/21;VeFernandes;49;673.200
Book0000039733;2022/09/18;2022/09/21;Clara-PatrícFerreira;50;673.200
Book0000039731;2022/09/18;2022/09/19;Filipa-EmíliPires;49;224.400
Book0000039728;2022/09/18;2022/09/22;ErTavares;49;897.600
Book0000038240;2022/09/17;2022/09/20;EmGarcia;50;673.200
Book0000038239;2022/09/17;2022/09/20;RoMaia-Vicente1885;49;673.200
Book0000038228;2022/09/17;2022/09/18;AntónMorais;51;224.400
Book0000038226;2022/09/17;2022/09/20;TNogueira1226;52;673.200
Book0000038220;2022/09/17;2022/09/20;RVieira1970;50;673.200
Book0000038217;2022/09/17;2022/09/21;LeonardAlmeida945;49;897.600
Book0000038211;2022/09/17;2022/09/18;RafaeLourenço1821;50;224.400
Book0000038207;2022/09/17;2022/09/20;IvEsteves-Leal295;49;673.200
Book0000038200;2022/09/17;2022/09/18;GLima1029;51;224.400
Book0000027664;2022/07/16;2022/07/19;ÂngMelo2019;50;673.200
Book0000027663;2022/07/16;2022/07/19;GuilheGonçalves;51;673.200
Book0000027661;2022/07/16;2022/07/18;YaMoura294;49;448.800
Book0000027656;2022/07/16;2022/07/17;NMachado;51;224.400
Book0000027654;2022/07/16;2022/07/19;AndreiMorais1661;50;673.200
Book0000027640;2022/07/16;2022/07/19;FábMartins815;49;673.200
Book0000027636;2022/07/16;2022/07/17;ÁlNunes409;50;224.400
Book0000027631;2022/07/16;2022/07/19;FiCosta1289;50;673.200
Book0000027626;2022/07/16;2022/07/18;AleAlves-Borges1217;51;448.800
Book0000027624;2022/07/16;2022/07/19;TomCardoso506;52;673.200
Book0000027618;2022/07/16;2022/07/17;AliDomingues;50;224.400
Book0000027615;2022/07/16;2022/07/18;ÂPinho;51;448.800
Book0000027614;2022/07/16;2022/07/20;PeMaia1729;52;897.600
Book0000027613;2022/07/16;2022/07/20;ArtLeal373;49;897.600
Book0000028761;2022/07/04;2022/07/06;APinheiro;49;448.800
Book0000028760;2022/07/04;2022/07/06;TaGarcia1707;49;448.800
Book0000028756;2022/07/04;2022/07/05;LeanCastro-Vaz1291;49;224.400
Book0000028753;2022/07/04;2022/07/06;DaSá1170;50;448.800
Book0000028749;2022/07/04;2022/07/07;LuanaMagalhães694;51;673.200
Book0000028738;2022/07/04;2022/07/08;NMelo;51;897.600
Book0000028737;2022/07/04;2022/07/05;JoaPinho;51;224.400
Book0000028730;2022/07/04;2022/07/06;BianFaria1118;52;448.800
Book0000005625;2022/05/06;2022/05/09;VioleVieira1961;49;673.200
Book0000005617;2022/05/06;2022/05/08;LeonSoares;51;448.800
Book0000005614;2022/05/06;2022/05/10;JGaspar-Gomes;52;897.600
Book0000005611;2022/05/06;2022/05/09;LeonaAmorim;51;673.200
Book0000005602;2022/05/06;2022/05/08;CristRodrigues-Coelho1794;50;448.800
Book0000005590;2022/05/06;2022/05/07;MelisGomes481;50;224.400
Book0000005586;2022/05/06;2022/05/07;IMorais;52;224.400
Book0000005583;2022/05/06;2022/05/09;MarianSimões1645;49;673.200
Book0000005581;2022/05/06;2022/05/08;FabNeto573;52;448.800
Book0000005573;2022/05/06;2022/05/09;KéviMachado1778;51;673.200
Book0000006174;2022/05/05;2022/05/09;FabianSilva;52;897.600
Book0000006173;2022/05/05;2022/05/07;SandrRodrigues826;49;448.800
Book0000006172;2022/05/05;2022/05/09;FilRocha;51;897.600
Book0000006170;2022/05/05;2022/05/07;RafaTeixeira1785;51;448.800
Book0000006169;2022/05/05;2022/05/09;LorLoureiro;51;897.600
Book0000006168;2022/05/05;2022/05/08;ESantos1251;50;673.200
Book0000006165;2022/05/05;2022/05/07;GNascimento;51;448.800
Book0000006160;2022/05/05;2022/05/08;FCarvalho341;52;673.200
Book0000006139;2022/05/05;2022/05/09;LucianMatos-Correia;49;897.600
Book0000020772;2022/04/17;2022/04/20;AriOliveira1600;51;673.200
Book0000020770;2022/04/17;2022/04/21;JéVicente;52;897.600
Book0000020768;2022/04/17;2022/04/21;LaNascimento824;50;897.600
Book0000020767;2022/04/17;2022/04/20;WilliMatias562;49;673.200
Book0000020761;2022/04/17;2022/04/21;DenNunes;52;897.600
Book0000020759;2022/04/17;2022/04/19;MCunha390;51;448.800
Book0000020753;2022/04/17;2022/04/19;YSimões;51;448.800
Book0000020752;2022/04/17;2022/04/19;DuartCorreia;50;448.800
Book0000020750;2022/04/17;2022/04/18;EmMacedo;49;224.400
Book0000020746;2022/04/17;2022/04/21;TVicente770;49;897.600
Book0000020729;2022/04/17;2022/04/20;RBarbosa1304;52;673.200
Book0000020725;2022/04/17;2022/04/21;PilAssunção;52;897.600
Book0000023278;2022/04/04;2022/04/06;PetTeixeira-Cruz;51;448.800
Book0000023275;2022/04/04;2022/04/05;FrMorais;52;224.400
Book0000023262;2022/04/04;2022/04/06;SMacedo1278;52;448.800
Book0000023261;2022/04/04;2022/04/06;NelsoNeto;52;448.800
Book0000023252;2022/04/04;2022/04/06;LucianPires1230;50;448.800
Book0000023251;2022/04/04;2022/04/07;PilaPaiva308;50;673.200
Book0000023250;2022/04/04;2022/04/07;MateuLima;51;673.200
Book0000023244;2022/04/04;2022/04/07;ErikCardoso1267;51;673.200
Book0000023243;2022/04/04;2022/04/05;Clara-PatrícFerreira;49;224.400
Book0000023239;2022/04/04;2022/04/07;JuliMatias;51;673.200
Book0000023235;2022/04/04;2022/04/05;JosRocha;49;224.400
Book0000023220;2022/04/04;2022/04/07;CarminhFreitas;51;673.200
Book0000023214;2022/04/04;2022/04/05;BSimões1222;49;224.400
Book0000025335;2022/03/16;2022/03/17;BCunha;50;224.400
Book0000025310;2022/03/16;2022/03/18;Lúcia-TerTeixeira;49;448.800
Book0000025305;2022/03/16;2022/03/20;Flor-LoDomingues1191;52;897.600
Book0000025303;2022/03/16;2022/03/20;EduFernandes1715;49;897.600
Book0000025297;2022/03/16;2022/03/18;IaCarvalho;50;448.800
Book0000035389;2022/01/17;2022/01/20;JorAzevedo1573;51;673.200
Book0000035386;2022/01/17;2022/01/18;BeatriMoreira;51;224.400
Book0000035373;2022/01/17;2022/01/19;AlexandGaspar;50;448.800
Book0000035372;2022/01/17;2022/01/18;IvAnjos1848;49;224.400
Book0000035368;2022/01/17;2022/01/19;CésHenriques809;49;448.800
Book0000035366;2022/01/17;2022/01/20;LeonardMorais1131;49;673.200
Book0000035362;2022/01/17;2022/01/21;IarMacedo1380;50;897.600
Book0000035358;2022/01/17;2022/01/20;LourenMachado;51;673.200
Book0000035353;2022/01/17;2022/01/18;DiogMendes821;50;224.400
Book0000035345;2022/01/17;2022/01/19;LisanGuerreiro-Antunes;50;448.800
Book0000035344;2022/01/17;2022/01/19;RafaeAzevedo;50;448.800
Book0000035339;2022/01/17;2022/01/19;MicaNunes;52;448.800
Book0000035222;2022/01/09;2022/01/12;BeJesus;49;673.200
Book0000035213;2022/01/09;2022/01/10;MiMatos1202;50;224.400
Book0000035211;2022/01/09;2022/01/12;AmélBorges480;52;673.200
Book0000035209;2022/01/09;2022/01/12;SiGonçalves1175;50;673.200
Book0000035199;2022/01/09;2022/01/10;MartLourenço1184;49;224.400
Book0000035197;2022/01/09;2022/01/12;MicaMacedo;50;673.200
Book0000035193;2022/01/09;2022/01/13;SandrTeixeira1464;49;897.600
Book0000035190;2022/01/09;2022/01/11;JReis126;51;448.800
Book0000035185;2022/01/09;2022/01/11;KevFerreira54;49;448.800
Book0000035184;2022/01/09;2022/01/12;RenaFernandes147;52;673.200
Book0000029464;2021/10/19;2021/10/22;RaqRodrigues;51;673.200
Book0000029461;2021/10/19;2021/10/20;FilipMiranda1407;52;224.400
Book0000029457;2021/10/19;2021/10/21;CésLeal;52;448.800
Book0000029456;2021/10/19;2021/10/20;RúCardoso;50;224.400
Book0000029448;2021/10/19;2021/10/22;SRodrigues;50;673.200
Book0000029445;2021/10/19;2021/10/20;IsFerreira-Oliveira;50;224.400
Book0000029443;2021/10/19;2021/10/22;HePacheco982;50;673.200
Book0000029439;2021/10/19;2021/10/23;LourAnjos-Lopes;51;897.600
Book0000029437;2021/10/19;2021/10/22;CarlSimões1741;50;673.200
Book0000029433;2021/10/19;2021/10/22;NFaria1134;51;673.200
Book0000029431;2021/10/19;2021/10/20;ToNeto1589;50;224.400
Book0000029423;2021/10/19;2021/10/22;LeonLeite;50;673.200
Book0000029417;2021/10/19;2021/10/20;VioleReis859;52;224.400
Book0000029416;2021/10/19;2021/10/21;MAmorim1577;50;448.800
Book0000025054;2021/08/19;2021/08/23;PaPinto187;49;897.600
Book0000025053;2021/08/19;2021/08/20;MéMatias;52;224.400
Book0000025046;2021/08/19;2021/08/21;MTeixeira2001;51;448.800
Book0000025040;2021/08/19;2021/08/21;NáMatos1057;51;448.800
Book0000025039;2021/08/19;2021/08/21;ROliveira1791;52;448.800
Book0000025025;2021/08/19;2021/08/21;SebasNogueira1251;49;448.800
Book0000025019;2021/08/19;2021/08/22;LeonaAntunes;50;673.200
Book0000025017;2021/08/19;2021/08/23;MaSousa;50;897.600
Book0000025014;2021/08/19;2021/08/20;FiRibeiro;52;224.400
Book0000025007;2021/08/19;2021/08/21;IsaaMota1028;52;448.800
Book0000025001;2021/08/19;2021/08/22;InêsAzevedo;50;673.200
Book0000038486;2021/08/17;2021/08/19;AlCastro;49;448.800
Book0000038485;2021/08/17;2021/08/21;NaAlves-Coelho;50;897.600
Book0000038472;2021/08/17;2021/08/20;LetíPinho;51;673.200
Book0000038470;2021/08/17;2021/08/21;DLopes;49;897.600
Book0000038465;2021/08/17;2021/08/18;JoaVicente;50;224.400
Book0000038460;2021/08/17;2021/08/21;SimMoura754;51;897.600
Book0000038455;2021/08/17;2021/08/21;BOliveira1431;52;897.600
Book0000038452;2021/08/17;2021/08/19;SimãNogueira;50;448.800
Book0000038450;2021/08/17;2021/08/21;LarGuerreiro;51;897.600
Book0000038445;2021/08/17;2021/08/19;RMorais-Cunha1670;52;448.800
Book0000038444;2021/08/17;2021/08/21;DéboNascimento;52;897.600
Book0000038439;2021/08/17;2021/08/18;CriMachado-Simões;50;224.400
Book0000036562;2021/07/20;2021/07/23;NFonseca874;52;673.200
Book0000036550;2021/07/20;2021/07/24;JorAzevedo1573;51;897.600
Book0000036549;2021/07/20;2021/07/22;MigMendes;49;448.800
Book0000036537;2021/07/20;2021/07/22;EriFaria;49;448.800
Book0000036534;2021/07/20;2021/07/23;ArtLeal373;50;673.200
Book0000036533;2021/07/20;2021/07/23;VMarques1948;52;673.200
Book0000036530;2021/07/20;2021/07/22;NicolCampos1747;50;448.800
Book0000036528;2021/07/20;2021/07/21;ConstAlves296;49;224.400
Book0000036514;2021/07/20;2021/07/23;ManPereira;52;673.200
Book0000036512;2021/07/20;2021/07/22;EOliveira;52;448.800
Book0000036508;2021/07/20;2021/07/24;DinFigueiredo673;51;897.600
Book0000013531;2021/07/18;2021/07/19;CarlCoelho1723;51;224.400
Book0000013520;2021/07/18;2021/07/20;BBarros;52;448.800
Book0000013512;2021/07/18;2021/07/22;JoaLeite1255;50;897.600
Book0000013509;2021/07/18;2021/07/19;LeaNunes;51;224.400
Book0000013506;2021/07/18;2021/07/20;SanHenriques1961;50;448.800
Book0000013491;2021/07/18;2021/07/21;MaLopes;49;673.200
Book0000013488;2021/07/18;2021/07/19;SandrAssunção-Pacheco1474;50;224.400
Book0000013487;2021/07/18;2021/07/20;MarMota338;49;448.800
Book0000013475;2021/07/18;2021/07/19;EduPaiva1263;51;224.400
Book0000014893;2021/07/01;2021/07/04;VictóriRocha1435;51;673.200
Book0000014884;2021/07/01;2021/07/04;CéEsteves-Machado1978;51;673.200
Book0000014876;2021/07/01;2021/07/02;ENeto1206;52;224.400
Book0000014864;2021/07/01;2021/07/03;NelsLeite1216;51;448.800
Book0000014860;2021/07/01;2021/07/02;LuTeixeira-Moura1161;50;224.400
Book0000014857;2021/07/01;2021/07/03;VNogueira1480;51;448.800
Book0000014855;2021/07/01;2021/07/02;SandrCosta1348;50;224.400
Book0000014842;2021/07/01;2021/07/05;CrisJesus1942;50;897.600
Book0000014483;2021/04/17;2021/04/18;EAmorim564;50;224.400
Book0000014482;2021/04/17;2021/04/20;MarcHenriques759;52;673.200
Book0000014481;2021/04/17;2021/04/20;MicaMacedo;52;673.200
Book0000014480;2021/04/17;2021/04/20;EdgCruz;52;673.200
Book0000014478;2021/04/17;2021/04/21;LoBranco;49;897.600
Book0000014472;2021/04/17;2021/04/20;AlMacedo-Melo;51;673.200
Book0000014470;2021/04/17;2021/04/18;IAntunes902;50;224.400
Book0000014466;2021/04/17;2021/04/20;WAndrade902;49;673.200
Book0000014463;2021/04/17;2021/04/21;Sofia-JésRodrigues1257;49;897.600
Book0000014454;2021/04/17;2021/04/19;MaEsteves;51;448.800
Book0000014453;2021/04/17;2021/04/20;MiguCorreia241;52;673.200
Book0000014452;2021/04/17;2021/04/21;ToCardoso;51;897.600
Book0000014451;2021/04/17;2021/04/18;WilsNeto;52;224.400
Book0000014449;2021/04/17;2021/04/20;HeHenriques1152;51;673.200
Book0000014447;2021/04/17;2021/04/20;RúMelo;50;673.200
Book0000014445;2021/04/17;2021/04/18;CatarFreitas;52;224.400
Book0000014441;2021/04/17;2021/04/20;TomáTorres2015;49;673.200
Book0000014434;2021/04/17;2021/04/21;GonçaPires869;50;897.600
Book0000034930;2021/04/15;2021/04/16;MáriCampos;50;224.400
Book0000034922;2021/04/15;2021/04/16;ClarMachado;50;224.400
Book0000034921;2021/04/15;2021/04/19;MargaLima;51;897.600
Book0000034908;2021/04/15;2021/04/17;GabrFaria;50;448.800
Book0000034902;2021/04/15;2021/04/18;GMelo;52;673.200
Book0000034898;2021/04/15;2021/04/17;MargaridValente56;49;448.800
Book0000034890;2021/04/15;2021/04/18;NTavares1063;50;673.200
Book0000034888;2021/04/15;2021/04/17;GabriBarros539;52;448.800
Book0000034886;2021/04/15;2021/04/19;CrisFigueiredo-Gaspar1861;50;897.600
Book0000034876;2021/04/15;2021/04/18;InPinheiro25;51;673.200
Book0000026910;2021/04/08;2021/04/12;DAbreu;51;897.600
Book0000026907;2021/04/08;2021/04/09;InCunha;50;224.400
Book0000026905;2021/04/08;2021/04/09;DNogueira2016;49;224.400
Book0000026895;2021/04/08;2021/04/11;ClLima502;52;673.200
Book0000026891;2021/04/08;2021/04/10;RenaFernandes147;50;448.800
Book0000026890;2021/04/08;2021/04/11;SaEsteves35;52;673.200
Book0000026881;2021/04/08;2021/04/12;Yasmin-LLeal;51;897.600
Book0000026879;2021/04/08;2021/04/11;LuTorres733;51;673.200
Book0000026876;2021/04/08;2021/04/12;SaMartins1474;50;897.600
Book0000026874;2021/04/08;2021/04/11;GabLima1338;49;673.200
Book0000026863;2021/04/08;2021/04/09;MaMoura;51;224.400
Book0000026862;2021/04/08;2021/04/09;PaulSilva;51;224.400
Book0000026855;2021/04/08;2021/04/11;TLeite;52;673.200
Book0000010258;2021/04/08;2021/04/09;NuBarros1484;49;224.400
Book0000010257;2021/04/08;2021/04/10;ManueAbreu1626;50;448.800
Book0000010254;2021/04/08;2021/04/09;InêBarbosa-Moura3;52;224.400
Book0000010250;2021/04/08;2021/04/10;IsReis1192;51;448.800
Book0000010249;2021/04/08;2021/04/10;IrMota-Campos1063;49;448.800
Book0000010248;2021/04/08;2021/04/12;ConstAlves296;49;897.600
Book0000010239;2021/04/08;2021/04/09;MárciMaia;51;224.400
Book0000010234;2021/04/08;2021/04/11;DiAmaral-Vaz1008;52;673.200
Book0000010233;2021/04/08;2021/04/11;DDomingues;51;673.200
Book0000010229;2021/04/08;2021/04/11;SofLoureiro409;52;673.200
Book0000010228;2021/04/08;2021/04/09;AlicBranco1146;49;224.400
Book0000010220;2021/04/08;2021/04/12;ÍrBrito238;52;897.600
Book0000010219;2021/04/08;2021/04/12;CéAmorim;49;897.600
Book0000010218;2021/04/08;2021/04/11;GabriAbreu1989;51;673.200
Book0000010213;2021/04/08;2021/04/09;FrederiMatos1544;52;224.400
Book0000010209;2021/04/08;2021/04/10;LúFigueiredo;51;448.800
